epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
14,3715.49,0.74086,1.24961,0.70755,1.08764,0,0.59898,0.39688,0.42467,0.27729,0.61174,0.40425,0.43366,0.25209,1.2826,2.05749,1.87615,1.65369,0,0.000265108,0.000265108,0.000265108
15,3976.37,0.73099,1.26348,0.70228,1.08351,0,0.63378,0.40731,0.45425,0.30239,0.62242,0.40863,0.44807,0.25567,1.27508,2.169,1.87356,1.67068,0,0.00025804,0.00025804,0.00025804
16,4242.81,0.72386,1.2198,0.66674,1.07429,0,0.56986,0.44322,0.45344,0.289,0.55986,0.44414,0.45021,0.26421,1.30319,2.07781,1.85329,1.67645,0,0.000250971,0.000250971,0.000250971
17,4509.02,0.71253,1.21552,0.65405,1.06792,0,0.56115,0.43136,0.42975,0.27152,0.58082,0.43381,0.44121,0.25103,1.27051,2.07837,1.95567,1.66061,0,0.000243902,0.000243902,0.000243902
18,4775.46,0.70575,1.18725,0.63004,1.06225,0,0.65304,0.39848,0.45639,0.30282,0.65908,0.40594,0.46026,0.27302,1.22688,2.02452,1.77849,1.58737,0,0.000236834,0.000236834,0.000236834
19,5042.71,0.70003,1.17686,0.63041,1.06497,0,0.58884,0.46294,0.47022,0.3058,0.59464,0.46994,0.48071,0.27514,1.27486,2.09223,1.6368,1.65654,0,0.000229765,0.000229765,0.000229765
20,5310.28,0.69573,1.18279,0.61909,1.05571,0,0.54547,0.44829,0.43984,0.28968,0.55392,0.45595,0.45359,0.25512,1.23726,2.07333,1.8307,1.59869,0,0.000222697,0.000222697,0.000222697
21,5576.15,0.67641,1.13259,0.583,1.04185,0,0.5705,0.41061,0.46202,0.30205,0.54335,0.45485,0.47181,0.26769,1.21456,2.03119,1.74271,1.61337,0,0.000215628,0.000215628,0.000215628
22,5842.11,0.66981,1.13033,0.57194,1.03789,0,0.53458,0.4411,0.45366,0.29768,0.54274,0.44581,0.45937,0.26609,1.27174,2.03243,1.88548,1.65735,0,0.000208559,0.000208559,0.000208559
23,6108.14,0.66687,1.10782,0.56658,1.03857,0,0.60182,0.43539,0.46222,0.30342,0.62392,0.44676,0.48546,0.2714,1.28105,2.09183,1.78664,1.67389,0,0.000201491,0.000201491,0.000201491
24,6374.14,0.67051,1.14118,0.57508,1.04713,0,0.6029,0.44513,0.49742,0.33515,0.61855,0.45136,0.50855,0.29476,1.24179,2.16221,1.65538,1.61409,0,0.000194422,0.000194422,0.000194422
25,6640.37,0.66465,1.1131,0.55948,1.04165,0,0.55571,0.43052,0.44917,0.29199,0.55993,0.43768,0.45884,0.2563,1.28036,2.11474,1.8768,1.69951,0,0.000187354,0.000187354,0.000187354
26,6906.12,0.66153,1.09813,0.55674,1.02871,0,0.58988,0.45584,0.47414,0.31446,0.59793,0.46453,0.48168,0.2781,1.25499,2.06343,1.64077,1.66875,0,0.000180285,0.000180285,0.000180285
27,7172.63,0.63907,1.06031,0.52828,1.02589,0,0.64956,0.45906,0.50636,0.33574,0.65081,0.46354,0.50404,0.2936,1.27104,2.11689,1.65015,1.66693,0,0.000173216,0.000173216,0.000173216
28,7438.92,0.65144,1.08982,0.55237,1.03256,0,0.62355,0.4638,0.50518,0.34115,0.63129,0.47223,0.50949,0.29044,1.22657,2.113,1.605,1.62009,0,0.000166148,0.000166148,0.000166148
29,7706.16,0.6467,1.07236,0.53102,1.02481,0,0.6458,0.41826,0.45131,0.29857,0.65436,0.4322,0.46665,0.26325,1.23185,2.07061,1.80858,1.61806,0,0.000159079,0.000159079,0.000159079
30,7970.35,0.63321,1.05786,0.51532,1.02277,0,0.63789,0.45076,0.50268,0.34015,0.63123,0.475,0.51277,0.29253,1.23108,2.08747,1.61684,1.64097,0,0.000152011,0.000152011,0.000152011
31,8237.29,0.61804,1.04214,0.50451,1.00924,0,0.5747,0.45375,0.49262,0.33146,0.57886,0.4699,0.49974,0.28401,1.19308,2.09569,1.63651,1.58641,0,0.000144942,0.000144942,0.000144942
32,8504.01,0.61214,1.00854,0.47865,1.00143,0,0.48776,0.4629,0.46952,0.31075,0.49588,0.47142,0.47934,0.27178,1.26992,2.24151,1.78219,1.671,0,0.000137873,0.000137873,0.000137873
33,8770.87,0.61872,1.03491,0.4926,1.00573,0,0.62438,0.43979,0.48316,0.32232,0.54795,0.45162,0.48874,0.27984,1.21097,2.11536,1.78819,1.61463,0,0.000130805,0.000130805,0.000130805
34,9037.73,0.6084,1.02354,0.47592,1.0111,0,0.58272,0.49276,0.4954,0.3344,0.58729,0.49935,0.49936,0.28821,1.21058,2.17736,1.68933,1.62102,0,0.000123736,0.000123736,0.000123736
35,9303.75,0.60282,1.00641,0.46485,1.00295,0,0.6068,0.4811,0.51044,0.34383,0.61287,0.487,0.51303,0.30124,1.23596,2.18791,1.63003,1.65717,0,0.000116668,0.000116668,0.000116668
36,9570.5,0.60961,1.01359,0.47578,1.00485,0,0.59195,0.4394,0.47565,0.31802,0.60429,0.45248,0.48537,0.27892,1.22702,2.10337,1.7067,1.6455,0,0.000109599,0.000109599,0.000109599
37,9836.41,0.59298,0.98234,0.44988,0.99379,0,0.62179,0.47298,0.49163,0.33127,0.59142,0.49905,0.50007,0.29367,1.24146,2.16723,1.55471,1.65994,0,0.00010253,0.00010253,0.00010253
38,10103.1,0.5806,0.96783,0.44103,0.98432,0,0.65976,0.44254,0.48913,0.32174,0.66992,0.45162,0.49978,0.28381,1.2657,2.1979,1.6297,1.68779,0,9.54618e-05,9.54618e-05,9.54618e-05
39,10369.7,0.5812,0.98059,0.44509,0.98522,0,0.63075,0.47073,0.49667,0.32785,0.64773,0.47901,0.50609,0.28479,1.2681,2.19041,1.69506,1.71052,0,8.83932e-05,8.83932e-05,8.83932e-05
40,10636.8,0.58439,0.96193,0.43334,0.98397,0,0.59717,0.50385,0.52129,0.3455,0.6121,0.51072,0.52242,0.3032,1.24946,2.15202,1.50662,1.66283,0,8.13246e-05,8.13246e-05,8.13246e-05
41,10919.3,0.54173,0.85691,0.32344,0.95931,0,0.56094,0.50025,0.50103,0.33973,0.57446,0.51252,0.51519,0.29337,1.21844,2.06831,1.62166,1.64285,0,7.4256e-05,7.4256e-05,7.4256e-05
42,11184.1,0.53039,0.84721,0.31972,0.95352,0,0.59003,0.4368,0.47415,0.3091,0.59662,0.44305,0.48099,0.26642,1.27948,2.19846,1.69498,1.73184,0,6.71874e-05,6.71874e-05,6.71874e-05
43,11449.1,0.53033,0.83132,0.31845,0.95465,0,0.58832,0.48127,0.48825,0.32182,0.59624,0.48758,0.48893,0.27616,1.27834,2.26557,1.65072,1.74358,0,6.01188e-05,6.01188e-05,6.01188e-05
44,11713.9,0.51265,0.81565,0.30404,0.94291,0,0.63051,0.44304,0.49891,0.3322,0.64131,0.45162,0.50311,0.28678,1.26634,2.20809,1.61099,1.71069,0,5.30502e-05,5.30502e-05,5.30502e-05
45,11978.5,0.51597,0.80181,0.29387,0.94402,0,0.51398,0.45556,0.47894,0.3207,0.52551,0.46549,0.48608,0.27726,1.26928,2.32476,1.65399,1.70646,0,4.59816e-05,4.59816e-05,4.59816e-05
46,12243,0.50814,0.80715,0.29182,0.93835,0,0.57073,0.43518,0.47404,0.31446,0.52074,0.44536,0.48353,0.27147,1.26875,2.2337,1.70022,1.70448,0,3.8913e-05,3.8913e-05,3.8913e-05
47,12507.5,0.50194,0.79468,0.28911,0.93314,0,0.56992,0.44512,0.46761,0.31119,0.57791,0.45069,0.47103,0.26484,1.27584,2.34665,1.723,1.74968,0,3.18444e-05,3.18444e-05,3.18444e-05
48,12772.3,0.49871,0.79535,0.28627,0.93315,0,0.51736,0.44113,0.4715,0.31766,0.53508,0.44896,0.48035,0.27223,1.2475,2.2957,1.7743,1.71145,0,2.47758e-05,2.47758e-05,2.47758e-05
49,13037,0.49085,0.77908,0.28056,0.925,0,0.58735,0.43976,0.47577,0.32081,0.59965,0.45002,0.48583,0.27472,1.25307,2.31508,1.70758,1.7184,0,1.77072e-05,1.77072e-05,1.77072e-05
50,13301.7,0.48329,0.77319,0.27077,0.9215,0,0.63638,0.40679,0.4777,0.32295,0.64962,0.41811,0.48758,0.27805,1.25211,2.31602,1.7363,1.72791,0,1.06386e-05,1.06386e-05,1.06386e-05
